source,destination,avg_distance,weekday,hour,icon,predict
Theatre District,North End,1.654027397,Tuesday,2,cloudy,1
Theatre District,North End,1.654027397,Tuesday,3,fog,3
Theatre District,North End,1.654027397,Tuesday,3,partly-cloudy-day,3
Theatre District,North End,1.654027397,Tuesday,3,clear-day,3
Theatre District,North End,1.654027397,Tuesday,3,rain,2
Theatre District,North End,1.654027397,Tuesday,3,cloudy,3
Theatre District,North End,1.654027397,Tuesday,4,fog,3
Theatre District,North End,1.654027397,Tuesday,4,partly-cloudy-day,3
Theatre District,North End,1.654027397,Tuesday,4,clear-day,3
Theatre District,North End,1.654027397,Tuesday,4,rain,3
Theatre District,North End,1.654027397,Tuesday,4,cloudy,3
Theatre District,North End,1.654027397,Tuesday,5,fog,3
Theatre District,North End,1.654027397,Tuesday,5,partly-cloudy-day,3
Theatre District,North End,1.654027397,Tuesday,5,clear-day,1
Theatre District,North End,1.654027397,Tuesday,5,rain,3
Theatre District,North End,1.654027397,Tuesday,5,cloudy,1
Theatre District,North End,1.654027397,Tuesday,6,fog,3
Theatre District,North End,1.654027397,Tuesday,6,partly-cloudy-day,3
Theatre District,North End,1.654027397,Tuesday,6,clear-day,1
Theatre District,North End,1.654027397,Tuesday,6,rain,3
Theatre District,North End,1.654027397,Tuesday,6,cloudy,1
Theatre District,North End,1.654027397,Tuesday,7,fog,3
Theatre District,North End,1.654027397,Tuesday,7,partly-cloudy-day,3
Theatre District,North End,1.654027397,Tuesday,7,clear-day,1
Theatre District,North End,1.654027397,Tuesday,7,rain,3
Theatre District,North End,1.654027397,Tuesday,7,cloudy,1
Theatre District,North End,1.654027397,Tuesday,8,fog,3
Theatre District,North End,1.654027397,Tuesday,8,partly-cloudy-day,3
Theatre District,North End,1.654027397,Tuesday,8,clear-day,1
Theatre District,North End,1.654027397,Tuesday,8,rain,3
Theatre District,North End,1.654027397,Tuesday,8,cloudy,1
Theatre District,North End,1.654027397,Tuesday,9,fog,3
Theatre District,North End,1.654027397,Tuesday,9,partly-cloudy-day,3
Theatre District,North End,1.654027397,Tuesday,9,clear-day,1
Theatre District,North End,1.654027397,Tuesday,9,rain,3
Theatre District,North End,1.654027397,Tuesday,9,cloudy,1
Theatre District,North End,1.654027397,Tuesday,10,fog,3
Theatre District,North End,1.654027397,Tuesday,10,partly-cloudy-day,3
Theatre District,North End,1.654027397,Tuesday,10,clear-day,1
Theatre District,North End,1.654027397,Tuesday,10,rain,3
Theatre District,North End,1.654027397,Tuesday,10,cloudy,1
Theatre District,North End,1.654027397,Tuesday,11,fog,3
Theatre District,North End,1.654027397,Tuesday,11,partly-cloudy-day,3
Theatre District,North End,1.654027397,Tuesday,11,clear-day,1
Theatre District,North End,1.654027397,Tuesday,11,rain,3
Theatre District,North End,1.654027397,Tuesday,11,cloudy,1
Theatre District,North End,1.654027397,Tuesday,12,fog,3
Theatre District,North End,1.654027397,Tuesday,12,partly-cloudy-day,3
Theatre District,North End,1.654027397,Tuesday,12,clear-day,1
Theatre District,North End,1.654027397,Tuesday,12,rain,3
Theatre District,North End,1.654027397,Tuesday,12,cloudy,1
Theatre District,North End,1.654027397,Tuesday,13,fog,3
Theatre District,North End,1.654027397,Tuesday,13,partly-cloudy-day,3
Theatre District,North End,1.654027397,Tuesday,13,clear-day,1
Theatre District,North End,1.654027397,Tuesday,13,rain,3
Theatre District,North End,1.654027397,Tuesday,13,cloudy,1
Theatre District,North End,1.654027397,Tuesday,14,fog,3
Theatre District,North End,1.654027397,Tuesday,14,partly-cloudy-day,3
Theatre District,North End,1.654027397,Tuesday,14,clear-day,1
Theatre District,North End,1.654027397,Tuesday,14,rain,3
Theatre District,North End,1.654027397,Tuesday,14,cloudy,1
Theatre District,North End,1.654027397,Tuesday,15,fog,3
Theatre District,North End,1.654027397,Tuesday,15,partly-cloudy-day,3
Theatre District,North End,1.654027397,Tuesday,15,clear-day,1
Theatre District,North End,1.654027397,Tuesday,15,rain,3
Theatre District,North End,1.654027397,Tuesday,15,cloudy,1
Theatre District,North End,1.654027397,Tuesday,16,fog,3
Theatre District,North End,1.654027397,Tuesday,16,partly-cloudy-day,3
Theatre District,North End,1.654027397,Tuesday,16,clear-day,1
Theatre District,North End,1.654027397,Tuesday,16,rain,3
Theatre District,North End,1.654027397,Tuesday,16,cloudy,1
Theatre District,North End,1.654027397,Tuesday,17,fog,3
Theatre District,North End,1.654027397,Tuesday,17,partly-cloudy-day,3
Theatre District,North End,1.654027397,Tuesday,17,clear-day,1
Theatre District,North End,1.654027397,Tuesday,17,rain,3
Theatre District,North End,1.654027397,Tuesday,17,cloudy,1
Theatre District,North End,1.654027397,Tuesday,18,fog,3
Theatre District,North End,1.654027397,Tuesday,18,partly-cloudy-day,3
Theatre District,North End,1.654027397,Tuesday,18,clear-day,1
Theatre District,North End,1.654027397,Tuesday,18,rain,3
Theatre District,North End,1.654027397,Tuesday,18,cloudy,1
Theatre District,North End,1.654027397,Tuesday,19,fog,3
Theatre District,North End,1.654027397,Tuesday,19,partly-cloudy-day,3
Theatre District,North End,1.654027397,Tuesday,19,clear-day,1
Theatre District,North End,1.654027397,Tuesday,19,rain,3
Theatre District,North End,1.654027397,Tuesday,19,cloudy,1
Theatre District,North End,1.654027397,Tuesday,20,fog,3
Theatre District,North End,1.654027397,Tuesday,20,partly-cloudy-day,3
Theatre District,North End,1.654027397,Tuesday,20,clear-day,1
Theatre District,North End,1.654027397,Tuesday,20,rain,3
Theatre District,North End,1.654027397,Tuesday,20,cloudy,1
Theatre District,North End,1.654027397,Tuesday,21,fog,3
Theatre District,North End,1.654027397,Tuesday,21,partly-cloudy-day,3
Theatre District,North End,1.654027397,Tuesday,21,clear-day,1
Theatre District,North End,1.654027397,Tuesday,21,rain,3
Theatre District,North End,1.654027397,Tuesday,21,cloudy,1
Theatre District,North End,1.654027397,Tuesday,22,fog,3
Theatre District,North End,1.654027397,Tuesday,22,partly-cloudy-day,3
Theatre District,North End,1.654027397,Tuesday,22,clear-day,1
Theatre District,North End,1.654027397,Tuesday,22,rain,3
Theatre District,North End,1.654027397,Tuesday,22,cloudy,1
Theatre District,North End,1.654027397,Tuesday,23,fog,3
Theatre District,North End,1.654027397,Tuesday,23,partly-cloudy-day,3
Theatre District,North End,1.654027397,Tuesday,23,clear-day,1
Theatre District,North End,1.654027397,Tuesday,23,rain,3
Theatre District,North End,1.654027397,Tuesday,23,cloudy,1
Theatre District,North End,1.654027397,Wednesday,0,fog,1
Theatre District,North End,1.654027397,Wednesday,0,partly-cloudy-day,1
Theatre District,North End,1.654027397,Wednesday,0,clear-day,1
Theatre District,North End,1.654027397,Wednesday,0,rain,1
Theatre District,North End,1.654027397,Wednesday,0,cloudy,1
Theatre District,North End,1.654027397,Wednesday,1,fog,1
Theatre District,North End,1.654027397,Wednesday,1,partly-cloudy-day,1
Theatre District,North End,1.654027397,Wednesday,1,clear-day,3
Theatre District,North End,1.654027397,Wednesday,1,rain,3
Theatre District,North End,1.654027397,Wednesday,1,cloudy,1
Theatre District,North End,1.654027397,Wednesday,2,fog,1
Theatre District,North End,1.654027397,Wednesday,2,partly-cloudy-day,1
Theatre District,North End,1.654027397,Wednesday,2,clear-day,3
Theatre District,North End,1.654027397,Wednesday,2,rain,3
Theatre District,North End,1.654027397,Wednesday,2,cloudy,1
Theatre District,North End,1.654027397,Wednesday,3,fog,3
Theatre District,North End,1.654027397,Wednesday,3,partly-cloudy-day,3
Theatre District,North End,1.654027397,Wednesday,3,clear-day,3
Theatre District,North End,1.654027397,Wednesday,3,rain,3
Theatre District,North End,1.654027397,Wednesday,3,cloudy,3
Theatre District,North End,1.654027397,Wednesday,4,fog,3
Theatre District,North End,1.654027397,Wednesday,4,partly-cloudy-day,3
Theatre District,North End,1.654027397,Wednesday,4,clear-day,1
Theatre District,North End,1.654027397,Wednesday,4,rain,3
Theatre District,North End,1.654027397,Wednesday,4,cloudy,3
Theatre District,North End,1.654027397,Wednesday,5,fog,2
Theatre District,North End,1.654027397,Wednesday,5,partly-cloudy-day,3
Theatre District,North End,1.654027397,Wednesday,5,clear-day,1
Theatre District,North End,1.654027397,Wednesday,5,rain,3
Theatre District,North End,1.654027397,Wednesday,5,cloudy,3
Theatre District,North End,1.654027397,Wednesday,6,fog,2
Theatre District,North End,1.654027397,Wednesday,6,partly-cloudy-day,3
Theatre District,North End,1.654027397,Wednesday,6,clear-day,1
Theatre District,North End,1.654027397,Wednesday,6,rain,3
Theatre District,North End,1.654027397,Wednesday,6,cloudy,3
Theatre District,North End,1.654027397,Wednesday,7,fog,2
Theatre District,North End,1.654027397,Wednesday,7,partly-cloudy-day,3
Theatre District,North End,1.654027397,Wednesday,7,clear-day,1
Theatre District,North End,1.654027397,Wednesday,7,rain,3
Theatre District,North End,1.654027397,Wednesday,7,cloudy,3
Theatre District,North End,1.654027397,Wednesday,8,fog,2
Theatre District,North End,1.654027397,Wednesday,8,partly-cloudy-day,3
Theatre District,North End,1.654027397,Wednesday,8,clear-day,1
Theatre District,North End,1.654027397,Wednesday,8,rain,3
Theatre District,North End,1.654027397,Wednesday,8,cloudy,3
Theatre District,North End,1.654027397,Wednesday,9,fog,2
Theatre District,North End,1.654027397,Wednesday,9,partly-cloudy-day,3
Theatre District,North End,1.654027397,Wednesday,9,clear-day,1
Theatre District,North End,1.654027397,Wednesday,9,rain,3
Theatre District,North End,1.654027397,Wednesday,9,cloudy,3
Theatre District,North End,1.654027397,Wednesday,10,fog,2
Theatre District,North End,1.654027397,Wednesday,10,partly-cloudy-day,3
Theatre District,North End,1.654027397,Wednesday,10,clear-day,1
Theatre District,North End,1.654027397,Wednesday,10,rain,3
Theatre District,North End,1.654027397,Wednesday,10,cloudy,3
Theatre District,North End,1.654027397,Wednesday,11,fog,2
Theatre District,North End,1.654027397,Wednesday,11,partly-cloudy-day,3
Theatre District,North End,1.654027397,Wednesday,11,clear-day,1
Theatre District,North End,1.654027397,Wednesday,11,rain,3
Theatre District,North End,1.654027397,Wednesday,11,cloudy,3
Theatre District,North End,1.654027397,Wednesday,12,fog,2
Theatre District,North End,1.654027397,Wednesday,12,partly-cloudy-day,3
Theatre District,North End,1.654027397,Wednesday,12,clear-day,1
Theatre District,North End,1.654027397,Wednesday,12,rain,3
Theatre District,North End,1.654027397,Wednesday,12,cloudy,3
Theatre District,North End,1.654027397,Wednesday,13,fog,2
Theatre District,North End,1.654027397,Wednesday,13,partly-cloudy-day,3
Theatre District,North End,1.654027397,Wednesday,13,clear-day,1
Theatre District,North End,1.654027397,Wednesday,13,rain,3
Theatre District,North End,1.654027397,Wednesday,13,cloudy,3
Theatre District,North End,1.654027397,Wednesday,14,fog,2
Theatre District,North End,1.654027397,Wednesday,14,partly-cloudy-day,3
Theatre District,North End,1.654027397,Wednesday,14,clear-day,1
Theatre District,North End,1.654027397,Wednesday,14,rain,3
Theatre District,North End,1.654027397,Wednesday,14,cloudy,3
Theatre District,North End,1.654027397,Wednesday,15,fog,2
Theatre District,North End,1.654027397,Wednesday,15,partly-cloudy-day,3
Theatre District,North End,1.654027397,Wednesday,15,clear-day,1
Theatre District,North End,1.654027397,Wednesday,15,rain,3
Theatre District,North End,1.654027397,Wednesday,15,cloudy,3
Theatre District,North End,1.654027397,Wednesday,16,fog,2
Theatre District,North End,1.654027397,Wednesday,16,partly-cloudy-day,3
Theatre District,North End,1.654027397,Wednesday,16,clear-day,1
Theatre District,North End,1.654027397,Wednesday,16,rain,3
Theatre District,North End,1.654027397,Wednesday,16,cloudy,3
Theatre District,North End,1.654027397,Wednesday,17,fog,2
Theatre District,North End,1.654027397,Wednesday,17,partly-cloudy-day,3
Theatre District,North End,1.654027397,Wednesday,17,clear-day,1
Theatre District,North End,1.654027397,Wednesday,17,rain,3
Theatre District,North End,1.654027397,Wednesday,17,cloudy,3
Theatre District,North End,1.654027397,Wednesday,18,fog,2
Theatre District,North End,1.654027397,Wednesday,18,partly-cloudy-day,3
Theatre District,North End,1.654027397,Wednesday,18,clear-day,1
Theatre District,North End,1.654027397,Wednesday,18,rain,3
Theatre District,North End,1.654027397,Wednesday,18,cloudy,3
Theatre District,North End,1.654027397,Wednesday,19,fog,2
Theatre District,North End,1.654027397,Wednesday,19,partly-cloudy-day,3
Theatre District,North End,1.654027397,Wednesday,19,clear-day,1
Theatre District,North End,1.654027397,Wednesday,19,rain,3
Theatre District,North End,1.654027397,Wednesday,19,cloudy,3
Theatre District,North End,1.654027397,Wednesday,20,fog,2
Theatre District,North End,1.654027397,Wednesday,20,partly-cloudy-day,3
Theatre District,North End,1.654027397,Wednesday,20,clear-day,1
Theatre District,North End,1.654027397,Wednesday,20,rain,3
Theatre District,North End,1.654027397,Wednesday,20,cloudy,3
Theatre District,North End,1.654027397,Wednesday,21,fog,2
Theatre District,North End,1.654027397,Wednesday,21,partly-cloudy-day,3
Theatre District,North End,1.654027397,Wednesday,21,clear-day,1
Theatre District,North End,1.654027397,Wednesday,21,rain,3
Theatre District,North End,1.654027397,Wednesday,21,cloudy,3
Theatre District,North End,1.654027397,Wednesday,22,fog,2
Theatre District,North End,1.654027397,Wednesday,22,partly-cloudy-day,3
Theatre District,North End,1.654027397,Wednesday,22,clear-day,1
Theatre District,North End,1.654027397,Wednesday,22,rain,3
Theatre District,North End,1.654027397,Wednesday,22,cloudy,3
Theatre District,North End,1.654027397,Wednesday,23,fog,2
Theatre District,North End,1.654027397,Wednesday,23,partly-cloudy-day,3
Theatre District,North End,1.654027397,Wednesday,23,clear-day,1
Theatre District,North End,1.654027397,Wednesday,23,rain,3
Theatre District,North End,1.654027397,Wednesday,23,cloudy,3
Theatre District,North End,1.654027397,Thursday,0,fog,1
Theatre District,North End,1.654027397,Thursday,0,partly-cloudy-day,1
Theatre District,North End,1.654027397,Thursday,0,clear-day,1
Theatre District,North End,1.654027397,Thursday,0,rain,1
Theatre District,North End,1.654027397,Thursday,0,cloudy,1
Theatre District,North End,1.654027397,Thursday,1,fog,2
Theatre District,North End,1.654027397,Thursday,1,partly-cloudy-day,1
Theatre District,North End,1.654027397,Thursday,1,clear-day,3
Theatre District,North End,1.654027397,Thursday,1,rain,1
Theatre District,North End,1.654027397,Thursday,1,cloudy,2
Theatre District,North End,1.654027397,Thursday,2,fog,1
Theatre District,North End,1.654027397,Thursday,2,partly-cloudy-day,2
Theatre District,North End,1.654027397,Thursday,2,clear-day,3
Theatre District,North End,1.654027397,Thursday,2,rain,2
Theatre District,North End,1.654027397,Thursday,2,cloudy,2
Theatre District,North End,1.654027397,Thursday,3,fog,3
Theatre District,North End,1.654027397,Thursday,3,partly-cloudy-day,3
Theatre District,North End,1.654027397,Thursday,3,clear-day,1
Theatre District,North End,1.654027397,Thursday,3,rain,3
Theatre District,North End,1.654027397,Thursday,3,cloudy,3
Theatre District,North End,1.654027397,Thursday,4,fog,3
Theatre District,North End,1.654027397,Thursday,4,partly-cloudy-day,3
Theatre District,North End,1.654027397,Thursday,4,clear-day,3
Theatre District,North End,1.654027397,Thursday,4,rain,2
Theatre District,North End,1.654027397,Thursday,4,cloudy,3
Theatre District,North End,1.654027397,Thursday,5,fog,3
Theatre District,North End,1.654027397,Thursday,5,partly-cloudy-day,3
Theatre District,North End,1.654027397,Thursday,5,clear-day,1
Theatre District,North End,1.654027397,Thursday,5,rain,3
Theatre District,North End,1.654027397,Thursday,5,cloudy,1
Theatre District,North End,1.654027397,Thursday,6,fog,2
Theatre District,North End,1.654027397,Thursday,6,partly-cloudy-day,2
Theatre District,North End,1.654027397,Thursday,6,clear-day,1
Theatre District,North End,1.654027397,Thursday,6,rain,2
Theatre District,North End,1.654027397,Thursday,6,cloudy,1
Theatre District,North End,1.654027397,Thursday,7,fog,2
Theatre District,North End,1.654027397,Thursday,7,partly-cloudy-day,2
Theatre District,North End,1.654027397,Thursday,7,clear-day,1
Theatre District,North End,1.654027397,Thursday,7,rain,2
Theatre District,North End,1.654027397,Thursday,7,cloudy,1
Theatre District,North End,1.654027397,Thursday,8,fog,2
Theatre District,North End,1.654027397,Thursday,8,partly-cloudy-day,2
Theatre District,North End,1.654027397,Thursday,8,clear-day,1
Theatre District,North End,1.654027397,Thursday,8,rain,2
Theatre District,North End,1.654027397,Thursday,8,cloudy,1
Theatre District,North End,1.654027397,Thursday,9,fog,2
Theatre District,North End,1.654027397,Thursday,9,partly-cloudy-day,2
Theatre District,North End,1.654027397,Thursday,9,clear-day,1
Theatre District,North End,1.654027397,Thursday,9,rain,2
Theatre District,North End,1.654027397,Thursday,9,cloudy,1
Theatre District,North End,1.654027397,Thursday,10,fog,2
Theatre District,North End,1.654027397,Thursday,10,partly-cloudy-day,2
Theatre District,North End,1.654027397,Thursday,10,clear-day,1
Theatre District,North End,1.654027397,Thursday,10,rain,2
Theatre District,North End,1.654027397,Thursday,10,cloudy,1
Theatre District,North End,1.654027397,Thursday,11,fog,2
Theatre District,North End,1.654027397,Thursday,11,partly-cloudy-day,2
Theatre District,North End,1.654027397,Thursday,11,clear-day,1
Theatre District,North End,1.654027397,Thursday,11,rain,2
Theatre District,North End,1.654027397,Thursday,11,cloudy,1
Theatre District,North End,1.654027397,Thursday,12,fog,2
Theatre District,North End,1.654027397,Thursday,12,partly-cloudy-day,2
Theatre District,North End,1.654027397,Thursday,12,clear-day,1
Theatre District,North End,1.654027397,Thursday,12,rain,2
Theatre District,North End,1.654027397,Thursday,12,cloudy,1
Theatre District,North End,1.654027397,Thursday,13,fog,2
Theatre District,North End,1.654027397,Thursday,13,partly-cloudy-day,2
Theatre District,North End,1.654027397,Thursday,13,clear-day,1
Theatre District,North End,1.654027397,Thursday,13,rain,2
Theatre District,North End,1.654027397,Thursday,13,cloudy,1
Theatre District,North End,1.654027397,Thursday,14,fog,2
Theatre District,North End,1.654027397,Thursday,14,partly-cloudy-day,2
Theatre District,North End,1.654027397,Thursday,14,clear-day,1
Theatre District,North End,1.654027397,Thursday,14,rain,2
Theatre District,North End,1.654027397,Thursday,14,cloudy,1
Theatre District,North End,1.654027397,Thursday,15,fog,2
Theatre District,North End,1.654027397,Thursday,15,partly-cloudy-day,2
Theatre District,North End,1.654027397,Thursday,15,clear-day,1
Theatre District,North End,1.654027397,Thursday,15,rain,2
Theatre District,North End,1.654027397,Thursday,15,cloudy,1
Theatre District,North End,1.654027397,Thursday,16,fog,2
Theatre District,North End,1.654027397,Thursday,16,partly-cloudy-day,2
Theatre District,North End,1.654027397,Thursday,16,clear-day,1
Theatre District,North End,1.654027397,Thursday,16,rain,2
Theatre District,North End,1.654027397,Thursday,16,cloudy,1
Theatre District,North End,1.654027397,Thursday,17,fog,2
Theatre District,North End,1.654027397,Thursday,17,partly-cloudy-day,2
Theatre District,North End,1.654027397,Thursday,17,clear-day,1
Theatre District,North End,1.654027397,Thursday,17,rain,2
Theatre District,North End,1.654027397,Thursday,17,cloudy,1
Theatre District,North End,1.654027397,Thursday,18,fog,2
Theatre District,North End,1.654027397,Thursday,18,partly-cloudy-day,2
Theatre District,North End,1.654027397,Thursday,18,clear-day,1
Theatre District,North End,1.654027397,Thursday,18,rain,2
Theatre District,North End,1.654027397,Thursday,18,cloudy,1
Theatre District,North End,1.654027397,Thursday,19,fog,2
Theatre District,North End,1.654027397,Thursday,19,partly-cloudy-day,2
Theatre District,North End,1.654027397,Thursday,19,clear-day,1
Theatre District,North End,1.654027397,Thursday,19,rain,2
Theatre District,North End,1.654027397,Thursday,19,cloudy,1
Theatre District,North End,1.654027397,Thursday,20,fog,2
Theatre District,North End,1.654027397,Thursday,20,partly-cloudy-day,2
Theatre District,North End,1.654027397,Thursday,20,clear-day,1
Theatre District,North End,1.654027397,Thursday,20,rain,2
Theatre District,North End,1.654027397,Thursday,20,cloudy,1
Theatre District,North End,1.654027397,Thursday,21,fog,2
Theatre District,North End,1.654027397,Thursday,21,partly-cloudy-day,2
Theatre District,North End,1.654027397,Thursday,21,clear-day,1
Theatre District,North End,1.654027397,Thursday,21,rain,2
Theatre District,North End,1.654027397,Thursday,21,cloudy,1
Theatre District,North End,1.654027397,Thursday,22,fog,2
Theatre District,North End,1.654027397,Thursday,22,partly-cloudy-day,2
Theatre District,North End,1.654027397,Thursday,22,clear-day,1
Theatre District,North End,1.654027397,Thursday,22,rain,2
Theatre District,North End,1.654027397,Thursday,22,cloudy,1
Theatre District,North End,1.654027397,Thursday,23,fog,2
Theatre District,North End,1.654027397,Thursday,23,partly-cloudy-day,2
Theatre District,North End,1.654027397,Thursday,23,clear-day,1
Theatre District,North End,1.654027397,Thursday,23,rain,2
Theatre District,North End,1.654027397,Thursday,23,cloudy,1
Theatre District,North End,1.654027397,Friday,0,fog,1
Theatre District,North End,1.654027397,Friday,0,partly-cloudy-day,1
Theatre District,North End,1.654027397,Friday,0,clear-day,1
Theatre District,North End,1.654027397,Friday,0,rain,1
Theatre District,North End,1.654027397,Friday,0,cloudy,1
Theatre District,North End,1.654027397,Friday,1,fog,1
Theatre District,North End,1.654027397,Friday,1,partly-cloudy-day,1
Theatre District,North End,1.654027397,Friday,1,clear-day,1
Theatre District,North End,1.654027397,Friday,1,rain,1
Theatre District,North End,1.654027397,Friday,1,cloudy,1
Theatre District,North End,1.654027397,Friday,2,fog,1
Theatre District,North End,1.654027397,Friday,2,partly-cloudy-day,1
Theatre District,North End,1.654027397,Friday,2,clear-day,1
Theatre District,North End,1.654027397,Friday,2,rain,1
Theatre District,North End,1.654027397,Friday,2,cloudy,1
Theatre District,North End,1.654027397,Friday,3,fog,1
Theatre District,North End,1.654027397,Friday,3,partly-cloudy-day,1
Theatre District,North End,1.654027397,Friday,3,clear-day,1
Theatre District,North End,1.654027397,Friday,3,rain,1
Theatre District,North End,1.654027397,Friday,3,cloudy,1
Theatre District,North End,1.654027397,Friday,4,fog,1
Theatre District,North End,1.654027397,Friday,4,partly-cloudy-day,1
Theatre District,North End,1.654027397,Friday,4,clear-day,1
Theatre District,North End,1.654027397,Friday,4,rain,1
Theatre District,North End,1.654027397,Friday,4,cloudy,1
Theatre District,North End,1.654027397,Friday,5,fog,1
Theatre District,North End,1.654027397,Friday,5,partly-cloudy-day,1
Theatre District,North End,1.654027397,Friday,5,clear-day,1
Theatre District,North End,1.654027397,Friday,5,rain,1
Theatre District,North End,1.654027397,Friday,5,cloudy,1
Theatre District,North End,1.654027397,Friday,6,fog,1
Theatre District,North End,1.654027397,Friday,6,partly-cloudy-day,1
Theatre District,North End,1.654027397,Friday,6,clear-day,1
Theatre District,North End,1.654027397,Friday,6,rain,1
Theatre District,North End,1.654027397,Friday,6,cloudy,1
Theatre District,North End,1.654027397,Friday,7,fog,1
Theatre District,North End,1.654027397,Friday,7,partly-cloudy-day,1
Theatre District,North End,1.654027397,Friday,7,clear-day,1
Theatre District,North End,1.654027397,Friday,7,rain,1
Theatre District,North End,1.654027397,Friday,7,cloudy,1
Theatre District,North End,1.654027397,Friday,8,fog,1
Theatre District,North End,1.654027397,Friday,8,partly-cloudy-day,1
Theatre District,North End,1.654027397,Friday,8,clear-day,1
Theatre District,North End,1.654027397,Friday,8,rain,1
Theatre District,North End,1.654027397,Friday,8,cloudy,1
Theatre District,North End,1.654027397,Friday,9,fog,1
Theatre District,North End,1.654027397,Friday,9,partly-cloudy-day,1
Theatre District,North End,1.654027397,Friday,9,clear-day,1
Theatre District,North End,1.654027397,Friday,9,rain,1
Theatre District,North End,1.654027397,Friday,9,cloudy,1
Theatre District,North End,1.654027397,Friday,10,fog,1
Theatre District,North End,1.654027397,Friday,10,partly-cloudy-day,1
Theatre District,North End,1.654027397,Friday,10,clear-day,1
Theatre District,North End,1.654027397,Friday,10,rain,1
Theatre District,North End,1.654027397,Friday,10,cloudy,1
Theatre District,North End,1.654027397,Friday,11,fog,1
Theatre District,North End,1.654027397,Friday,11,partly-cloudy-day,1
Theatre District,North End,1.654027397,Friday,11,clear-day,1
Theatre District,North End,1.654027397,Friday,11,rain,1
Theatre District,North End,1.654027397,Friday,11,cloudy,1
Theatre District,North End,1.654027397,Friday,12,fog,1
Theatre District,North End,1.654027397,Friday,12,partly-cloudy-day,1
Theatre District,North End,1.654027397,Friday,12,clear-day,1
Theatre District,North End,1.654027397,Friday,12,rain,1
Theatre District,North End,1.654027397,Friday,12,cloudy,1
Theatre District,North End,1.654027397,Friday,13,fog,1
Theatre District,North End,1.654027397,Friday,13,partly-cloudy-day,1
Theatre District,North End,1.654027397,Friday,13,clear-day,1
Theatre District,North End,1.654027397,Friday,13,rain,1
Theatre District,North End,1.654027397,Friday,13,cloudy,1
Theatre District,North End,1.654027397,Friday,14,fog,1
Theatre District,North End,1.654027397,Friday,14,partly-cloudy-day,1
Theatre District,North End,1.654027397,Friday,14,clear-day,1
Theatre District,North End,1.654027397,Friday,14,rain,1
Theatre District,North End,1.654027397,Friday,14,cloudy,1
Theatre District,North End,1.654027397,Friday,15,fog,1
Theatre District,North End,1.654027397,Friday,15,partly-cloudy-day,1
Theatre District,North End,1.654027397,Friday,15,clear-day,1
Theatre District,North End,1.654027397,Friday,15,rain,1
Theatre District,North End,1.654027397,Friday,15,cloudy,1
Theatre District,North End,1.654027397,Friday,16,fog,1
Theatre District,North End,1.654027397,Friday,16,partly-cloudy-day,1
Theatre District,North End,1.654027397,Friday,16,clear-day,1
Theatre District,North End,1.654027397,Friday,16,rain,1
Theatre District,North End,1.654027397,Friday,16,cloudy,1
Theatre District,North End,1.654027397,Friday,17,fog,1
Theatre District,North End,1.654027397,Friday,17,partly-cloudy-day,1
Theatre District,North End,1.654027397,Friday,17,clear-day,1
Theatre District,North End,1.654027397,Friday,17,rain,1
Theatre District,North End,1.654027397,Friday,17,cloudy,1
Theatre District,North End,1.654027397,Friday,18,fog,1
Theatre District,North End,1.654027397,Friday,18,partly-cloudy-day,1
Theatre District,North End,1.654027397,Friday,18,clear-day,1
Theatre District,North End,1.654027397,Friday,18,rain,1
Theatre District,North End,1.654027397,Friday,18,cloudy,1
Theatre District,North End,1.654027397,Friday,19,fog,1
Theatre District,North End,1.654027397,Friday,19,partly-cloudy-day,1
Theatre District,North End,1.654027397,Friday,19,clear-day,1
Theatre District,North End,1.654027397,Friday,19,rain,1
Theatre District,North End,1.654027397,Friday,19,cloudy,1
Theatre District,North End,1.654027397,Friday,20,fog,1
Theatre District,North End,1.654027397,Friday,20,partly-cloudy-day,1
Theatre District,North End,1.654027397,Friday,20,clear-day,1
Theatre District,North End,1.654027397,Friday,20,rain,1
Theatre District,North End,1.654027397,Friday,20,cloudy,1
Theatre District,North End,1.654027397,Friday,21,fog,1
Theatre District,North End,1.654027397,Friday,21,partly-cloudy-day,1
Theatre District,North End,1.654027397,Friday,21,clear-day,1
Theatre District,North End,1.654027397,Friday,21,rain,1
Theatre District,North End,1.654027397,Friday,21,cloudy,1
Theatre District,North End,1.654027397,Friday,22,fog,1
Theatre District,North End,1.654027397,Friday,22,partly-cloudy-day,1
Theatre District,North End,1.654027397,Friday,22,clear-day,1
Theatre District,North End,1.654027397,Friday,22,rain,1
Theatre District,North End,1.654027397,Friday,22,cloudy,1
Theatre District,North End,1.654027397,Friday,23,fog,1
Theatre District,North End,1.654027397,Friday,23,partly-cloudy-day,1
Theatre District,North End,1.654027397,Friday,23,clear-day,1
Theatre District,North End,1.654027397,Friday,23,rain,1
Theatre District,North End,1.654027397,Friday,23,cloudy,1
Theatre District,North End,1.654027397,Saturday,0,fog,1
Theatre District,North End,1.654027397,Saturday,0,partly-cloudy-day,1
Theatre District,North End,1.654027397,Saturday,0,clear-day,1
Theatre District,North End,1.654027397,Saturday,0,rain,1
Theatre District,North End,1.654027397,Saturday,0,cloudy,1
Theatre District,North End,1.654027397,Saturday,1,fog,3
Theatre District,North End,1.654027397,Saturday,1,partly-cloudy-day,1
Theatre District,North End,1.654027397,Saturday,1,clear-day,2
Theatre District,North End,1.654027397,Saturday,1,rain,1
